n_updates,policy_loss,policy_entropy,ep_reward_mean,fps,approxkl,explained_variance,clipfrac,time_elapsed,value_loss,total_timesteps,serial_timesteps,ep_len_mean
158,-0.00180084,0.7065652,84.20259113065899,43,0.016451625,0.8978021219372749,0.15528128,30322.96921992302,22.92443,1264000,316000,62.86
159,-0.0043549435,0.6278738,90.03059777311981,40,0.011882511,0.8235126584768295,0.12018752,30504.88973593712,15.801422,1272000,318000,55.68
160,-0.0011945065,0.7697033,77.522613992244,42,0.014351315,0.7480701506137848,0.1481875,30703.77291250229,34.854774,1280000,320000,64.01
161,0.008903109,0.66298324,83.17651651721448,37,0.04880568,0.8249583095312119,0.29837498,30893.168132781982,21.885206,1288000,322000,56.17
162,0.002425461,0.7336943,79.85339644592256,39,0.014884902,0.8304795026779175,0.1528125,31104.535611629486,33.946682,1296000,324000,57.8
163,-0.00021619695,0.78092,80.81842036124318,42,0.016036898,0.8995662033557892,0.15534376,31305.013097286224,22.25429,1304000,326000,64.16
164,-0.0010676832,0.69359785,82.19301754489541,38,0.009402949,0.7892584353685379,0.10071874,31495.199500322342,32.917156,1312000,328000,62.46
165,-0.002616259,0.8831922,80.53595645532012,43,0.014015584,0.8345221728086472,0.15040624,31700.470520973206,33.73024,1320000,330000,70.39
166,9.475662e-05,0.8500606,77.95683266639709,40,0.012857613,0.7047231495380402,0.14956251,31884.06557226181,53.88447,1328000,332000,68.5
167,-0.0031277898,0.759424,68.862076895684,37,0.014207116,0.7474169433116913,0.15425001,32079.42387032509,38.688213,1336000,334000,53.88
168,-0.0062933625,0.78611666,80.03362595889718,42,0.023534272,0.8154131174087524,0.18496878,32294.87122106552,20.474144,1344000,336000,63.59
169,-0.0013527458,0.7236301,84.67478670116515,39,0.015320758,0.8355322927236557,0.15053126,32482.089201450348,35.147778,1352000,338000,58.99
170,-0.0023145108,0.6989344,91.85268886119127,40,0.016147498,0.7569802105426788,0.16749999,32683.405916690826,20.798925,1360000,340000,68.71
171,-0.0016271148,0.84811527,90.06859900493174,47,0.016084252,0.8981597349047661,0.17309374,32879.75910282135,15.556006,1368000,342000,79.61
172,-0.0006637221,0.63431454,86.64706721182912,46,0.018999506,0.8576037883758545,0.15178125,33049.75311112404,9.999173,1376000,344000,59.84
173,-0.0027789827,0.637077,87.77294185843319,39,0.023740433,0.7954220026731491,0.17306252,33222.75333046913,20.340624,1384000,346000,59.74
174,-0.0033004696,0.74521756,95.3308515407145,38,0.013578163,0.8845879584550858,0.13193749,33424.266238451004,19.290619,1392000,348000,70.75
175,-0.0019353132,0.8022875,77.93767181128264,38,0.014693283,0.9112557023763657,0.1485625,33631.60843157768,24.059204,1400000,350000,63.75
176,-0.0003772207,0.77756876,85.72876978415997,43,0.014922538,0.85157310962677,0.16906253,33837.031631946564,21.736471,1408000,352000,63.39
177,-0.0042295908,0.7649504,94.16832220058888,43,0.0070556733,0.9185744822025299,0.08690624,34022.32522249222,12.064743,1416000,354000,74.34
178,-0.0064133196,0.6880469,81.55115796726197,39,0.01254198,0.6591743528842926,0.1246875,34207.42759823799,47.48937,1424000,356000,55.18
179,-0.0031003645,0.6251177,91.00974298011512,38,0.013839538,0.902449406683445,0.1339375,34410.701389074326,13.543642,1432000,358000,59.41
180,0.0022775284,0.75680274,82.1147103631869,40,0.01526814,0.8932692259550095,0.14012498,34616.6742208004,23.769596,1440000,360000,66.58
181,-0.002351331,0.9512585,78.91213329523802,41,0.010538535,0.8531381785869598,0.12274999,34814.59828424454,34.08499,1448000,362000,66.14
182,0.00012518752,0.78602016,84.20357472516596,40,0.011748475,0.8217103630304337,0.13700001,35006.927315711975,32.85355,1456000,364000,67.0
183,-0.0031816843,0.69773024,89.59108310736715,41,0.011289341,0.8714622110128403,0.12571874,35203.7307472229,22.430895,1464000,366000,62.29
184,-0.007150025,0.75230324,85.2270938365534,40,0.008648759,0.8440147489309311,0.103562504,35397.88752269745,31.735628,1472000,368000,65.75
185,0.0003249707,0.7448012,84.62708245534449,38,0.017855538,0.6654321551322937,0.18224998,35596.58576130867,24.844685,1480000,370000,64.22
186,-0.0024223758,0.60765624,91.52581656329333,39,0.009855258,0.7697155177593231,0.11490626,35806.15497994423,13.447543,1488000,372000,56.52
187,-0.00037442168,0.7484588,88.35919453147798,40,0.019373575,0.8066589534282684,0.19628125,36007.11146020889,10.814087,1496000,374000,69.41
188,-0.004057389,0.7271288,90.53903603691607,37,0.024351776,0.8220650404691696,0.21531248,36203.91548156738,13.912872,1504000,376000,58.96
189,-0.0012406645,0.7224228,81.73277113500983,41,0.013151075,0.8705002069473267,0.14831251,36415.33656024933,14.310405,1512000,378000,60.26
190,0.0027334485,0.7204504,84.0342436285317,37,0.028495532,0.726264238357544,0.19700001,36607.18527626991,26.478836,1520000,380000,61.33
191,-0.0018986228,0.702781,84.3001016325131,40,0.015574285,0.8076768219470978,0.16265626,36819.34524655342,30.28176,1528000,382000,62.17
192,-0.005589965,0.78567225,82.86304742000998,43,0.012353628,0.777139738202095,0.15062502,37015.87639737129,24.125795,1536000,384000,59.52
193,0.0015619654,0.7870407,81.37898186221719,47,0.019674612,0.8402397781610489,0.2067813,37199.21383523941,19.507156,1544000,386000,55.59
194,0.0020755227,0.6707475,79.88405907206237,44,0.035372283,0.6149463355541229,0.246625,37367.977187633514,29.337694,1552000,388000,58.03
195,-0.000912564,0.6610774,82.58516888462007,39,0.012442001,0.6712637543678284,0.13478129,37548.01953911781,27.805496,1560000,390000,52.1
196,-0.0044494797,0.61381334,83.66270762410015,35,0.008671225,0.6874770522117615,0.099156246,37749.344355106354,46.16869,1568000,392000,61.44
197,-0.0029280258,0.79020375,83.37622161217034,53,0.011272095,0.8065209984779358,0.12403125,37972.814799785614,31.376368,1576000,394000,75.81
198,0.0010295522,0.8020969,81.90751629788429,45,0.017107856,0.8916059210896492,0.17143755,38122.77275276184,18.561354,1584000,396000,60.33
199,-0.0028339643,0.73445535,84.58356847979128,39,0.01939269,0.7569222450256348,0.17765623,38297.105499982834,20.733183,1592000,398000,62.48
200,-0.0035800699,0.75109273,87.19846620541065,41,0.0054022437,0.80002361536026,0.0606875,38497.16523313522,30.470842,1600000,400000,65.4
201,-0.0049948394,0.63753873,86.43850802004337,39,0.010050039,0.8003755807876587,0.10575001,38690.682503700256,12.089354,1608000,402000,53.54
202,-0.0018393536,0.6611418,88.66552351087331,43,0.024392879,0.7390362024307251,0.21540621,38890.77634906769,13.614696,1616000,404000,57.58
203,0.0015555812,0.7213059,89.25996211770922,40,0.01802282,0.7855584621429443,0.18571877,39073.65477228165,19.067202,1624000,406000,56.34
204,-0.0011892614,0.73887146,91.45042348913849,41,0.012135816,0.8618491441011429,0.12743749,39269.25999331474,19.831354,1632000,408000,65.32
205,-0.0048231096,0.7527211,83.42885225247592,40,0.010400326,0.8333243876695633,0.11075001,39463.75374054909,21.854053,1640000,410000,62.26
206,-0.0020951156,0.7909309,87.53224429633468,41,0.014488459,0.8328948318958282,0.16118751,39660.37247657776,20.280647,1648000,412000,65.8
207,-0.000567572,0.534696,93.09884015142917,36,0.006080003,0.8723573833703995,0.052812494,39853.09292387962,9.384762,1656000,414000,48.12
208,-0.003592681,0.8645439,81.60562150985002,43,0.0119161075,0.8649842888116837,0.1241875,40074.13870859146,19.825012,1664000,416000,67.86
209,-0.0012612538,0.7460361,90.27360445648432,35,0.013984476,0.7644553333520889,0.14171875,40260.094115018845,27.151402,1672000,418000,64.41
210,-0.0034904226,0.8217244,85.89117889698595,42,0.01786852,0.824878454208374,0.17253125,40486.53493952751,16.583143,1680000,420000,60.06
211,0.006930495,0.9284858,81.58539447907359,38,0.037726857,0.7272973656654358,0.28193745,40676.74834537506,19.525803,1688000,422000,64.84
212,-0.0039279438,0.8271635,85.73471336960793,39,0.02432826,0.8603463768959045,0.2138437,40883.71420478821,14.906635,1696000,424000,64.67
213,0.00053510425,0.7359043,91.38084070332349,38,0.017346447,0.8501105755567551,0.16690621,41084.25468993187,15.687758,1704000,426000,54.55
214,0.0015499896,0.624924,93.5865817199275,39,0.032164425,0.7672883123159409,0.20903125,41293.17850470543,16.074991,1712000,428000,66.18
215,0.0005007643,0.711447,87.89248333923518,41,0.018870626,0.9107071459293365,0.17146876,41497.54366970062,8.910292,1720000,430000,61.51
216,0.002545066,0.6372143,93.85697497796268,39,0.021133551,0.7727666199207306,0.17240624,41688.72900104523,17.940996,1728000,432000,59.18
217,-0.004377894,0.8274681,84.61892848148942,41,0.015862232,0.8097891062498093,0.14903125,41891.82150912285,23.013636,1736000,434000,62.08
218,-0.00010100994,0.7593046,81.88098500803113,37,0.023691187,0.8128848522901535,0.21037497,42086.10558605194,26.685947,1744000,436000,58.34
219,-0.0025549792,0.88475907,84.7383156023547,36,0.013901757,0.8728615641593933,0.14862499,42300.444121837616,26.059704,1752000,438000,68.23
220,-0.00021190355,0.54503834,91.11837475832552,40,0.030919887,0.5458931028842926,0.21021873,42517.048697948456,24.497646,1760000,440000,49.99
221,-0.004115681,0.6539132,84.84115085653961,38,0.011801048,0.65174400806427,0.124812506,42713.74770760536,36.905018,1768000,442000,59.36
222,-0.004415224,0.8043929,81.81224525608123,39,0.020332308,0.7076131999492645,0.20712496,42923.03009581566,25.865944,1776000,444000,54.5
223,-0.0060982634,0.7658899,69.31414311781526,37,0.012248141,0.7011590600013733,0.13853124,43126.21418380737,68.01556,1784000,446000,57.43
224,-0.0017059796,0.64650315,81.1377345066145,40,0.012637028,0.7307482659816742,0.12081249,43339.483013153076,44.08341,1792000,448000,53.42
225,-0.0055350293,0.69416857,90.82642196595668,36,0.011321035,0.7833008915185928,0.12428126,43538.44178175926,40.393456,1800000,450000,61.4
226,0.003818959,0.7697894,74.92757953491062,39,0.025271732,0.8206955194473267,0.19218752,43756.367892980576,37.155262,1808000,452000,57.29
227,-0.0026020403,0.78375834,76.4118159255758,37,0.009396592,0.8239645808935165,0.10484373,43959.28285861015,37.781258,1816000,454000,63.01
228,-0.0024545395,0.56687164,87.79231784965843,37,0.008725699,0.7380761802196503,0.08715626,44175.00956654549,31.207588,1824000,456000,54.45
229,0.00040538382,0.78456736,75.56194633036851,40,0.020423599,0.6630166471004486,0.16793753,44389.036620140076,29.550709,1832000,458000,53.84
230,0.004067946,0.7703499,81.69115284092724,40,0.01985195,0.8377395123243332,0.16781251,44588.63550257683,12.685741,1840000,460000,54.42
231,0.004464522,0.74757093,80.86319781370462,45,0.026099326,0.6811332702636719,0.21415626,44788.062750816345,26.152763,1848000,462000,61.74
232,-0.004986504,0.725249,86.02413889311254,40,0.010294378,0.7651325613260269,0.12849998,44965.043617486954,29.240746,1856000,464000,60.69
233,-0.0062930617,0.7393366,89.43082716505974,35,0.011933087,0.7465885877609253,0.12965626,45163.795348882675,37.892193,1864000,466000,57.96
234,-0.0053110775,0.669021,85.10652654912323,39,0.008453311,0.5206771492958069,0.09143749,45388.28869462013,52.39211,1872000,468000,53.45
235,-0.001359234,0.6970545,81.67322380650789,51,0.022808928,0.5697121918201447,0.20771879,45588.43204665184,22.73495,1880000,470000,56.71
236,-0.0025058438,0.6946276,76.97105699066073,41,0.017915308,0.7601479887962341,0.16565624,45742.35449576378,24.478601,1888000,472000,50.08
237,-0.00026702604,0.66284144,83.04805090676993,41,0.010850915,0.5932372808456421,0.11903125,45934.550077438354,13.876735,1896000,474000,55.26
238,0.011440742,0.6158559,88.7480664473027,41,0.09277893,0.6691961884498596,0.28409374,46128.100981235504,20.52938,1904000,476000,59.29
239,-0.003917142,0.86455184,72.70274967838078,40,0.009524066,0.8122294694185257,0.1125,46322.44017624855,58.179817,1912000,478000,63.41
240,-0.008838622,0.8417897,69.19048361498862,49,0.012937087,0.7031609117984772,0.15443748,46520.70294690132,59.55819,1920000,480000,62.86
241,-0.005005428,0.7245591,72.96123598992824,45,0.012316599,0.5524961948394775,0.14015625,46683.58724594116,54.21115,1928000,482000,62.03
242,-0.0036020372,0.74510133,72.72393876843154,39,0.0137148015,0.7058672606945038,0.14865625,46859.40592312813,50.679356,1936000,484000,58.24
243,-0.009027752,0.65556663,79.6266059166193,41,0.0149948755,0.6914558708667755,0.14975002,47063.795318603516,51.433346,1944000,486000,61.35
244,-0.001526902,0.65849584,83.05314157884568,39,0.009836443,0.6069360375404358,0.11590627,47255.29298043251,34.35952,1952000,488000,56.4
245,-0.0033859874,0.68539524,85.72153776958585,41,0.011515339,0.8077225983142853,0.13290624,47459.60860824585,29.066837,1960000,490000,57.22
246,-0.0012731297,0.66159505,89.37764737769962,40,0.01436554,0.9217561259865761,0.14790621,47654.36245059967,15.498248,1968000,492000,59.22
247,0.00057598297,0.7323197,81.43538694508374,39,0.015962766,0.8065873980522156,0.15262501,47849.85388755798,25.244795,1976000,494000,57.73
248,-0.0006110781,0.70522094,89.44138581044972,40,0.014701583,0.8693547397851944,0.12387502,48053.1131465435,13.594406,1984000,496000,64.98
249,-0.00055264845,0.757828,77.73163335472346,41,0.013030016,0.8702347725629807,0.14406246,48250.62192392349,24.906837,1992000,498000,56.44
250,-0.0048499983,0.6584028,89.50072839427739,38,0.016454566,0.8610396087169647,0.14309372,48443.11629486084,23.958874,2000000,500000,56.0
251,-0.0025914134,0.632144,88.2314219351858,45,0.007983744,0.7968235909938812,0.083562516,48648.66964864731,6.3612375,2008000,502000,58.11
252,-0.0014425205,0.5722964,92.18344756640494,37,0.009843173,0.8119740337133408,0.098343745,48825.81809949875,8.605593,2016000,504000,51.52
253,-0.0037501508,0.6583819,87.37211688194424,42,0.012830337,0.8289423137903214,0.122499995,49041.710171461105,16.753077,2024000,506000,59.89
254,-8.86303e-05,0.75706387,92.04564204733819,36,0.02013102,0.9091398566961288,0.16493751,49228.165226221085,11.783875,2032000,508000,67.09
255,-0.0064602382,0.71587205,95.14389707759022,43,0.016020544,0.7557103186845779,0.14934374,49449.99036359787,11.687414,2040000,510000,67.63
256,-0.0024136645,0.6592951,86.9291228904575,37,0.009818343,0.8314470648765564,0.100218736,49633.54790711403,7.4174075,2048000,512000,55.0
257,-0.0040500057,0.64143676,96.71342012450098,37,0.012911653,0.8323599100112915,0.12784372,49848.021567344666,8.331458,2056000,514000,61.85
258,0.0006341413,0.6743509,91.75595326498151,40,0.01810918,0.8390436172485352,0.15362503,50058.74771928787,16.505665,2064000,516000,60.54
259,-0.0007311158,0.62383765,95.36066648840904,42,0.025054142,0.8779660686850548,0.195875,50256.677787303925,4.9870543,2072000,518000,62.04
260,-0.0048090154,0.72334564,86.11185572840273,41,0.010799835,0.8287383168935776,0.11699998,50445.55449652672,24.941751,2080000,520000,57.14
261,0.0026843713,0.6268754,89.29119736850262,36,0.026868504,0.7013413608074188,0.20056255,50639.07739138603,19.64897,2088000,522000,62.4
262,-0.0032025399,0.6253065,82.13697299361229,44,0.013332728,0.4739149808883667,0.12981248,50859.287043094635,33.75987,2096000,524000,56.03
263,-0.00032549148,0.6589242,88.87565709780901,42,0.025303725,0.672796905040741,0.17596877,51040.36495733261,17.47262,2104000,526000,63.44
264,-0.0036751374,0.5179882,94.87829749781639,38,0.0089968005,0.6593146920204163,0.09575,51227.16435289383,20.422945,2112000,528000,55.17
265,-0.004692896,0.68531144,86.31368824046105,43,0.00962592,0.7990985810756683,0.11065624,51433.129242658615,6.0131793,2120000,530000,53.29
266,-0.0008411142,0.72378117,88.3500855845213,36,0.007879227,0.88457952439785,0.08987499,51616.39258790016,14.862379,2128000,532000,59.9
267,-0.0025927727,0.7179773,88.55650017701089,42,0.016578354,0.6863379180431366,0.15771873,51838.41436481476,12.291234,2136000,534000,63.67
268,0.00019600525,0.57335943,96.45791137229651,34,0.015996724,0.6506754755973816,0.14821877,52028.231543302536,23.816776,2144000,536000,61.3
269,0.0004957647,0.5763699,85.53401310678572,50,0.016813481,0.6183782517910004,0.15737501,52262.37649464607,12.172897,2152000,538000,53.89
270,-0.0020182992,0.5515294,82.97362585630268,39,0.016041897,0.6994239389896393,0.1699375,52421.7816464901,11.339925,2160000,540000,47.89
271,-0.0021810373,0.6164231,88.85365318000316,45,0.014907078,0.7496210932731628,0.15909375,52623.62536025047,10.8316145,2168000,542000,60.61
272,0.0020701783,0.6430983,92.70711123038083,42,0.024528593,0.9193142950534821,0.1715625,52799.60472226143,7.8755064,2176000,544000,65.84
273,-0.0037680806,0.44034132,97.261306376867,34,0.012281086,0.7032513916492462,0.11768749,52986.76482248306,18.030941,2184000,546000,51.21
274,-0.0014993425,0.66195107,88.11265590898692,42,0.016143765,0.8182645589113235,0.16153124,53216.78535461426,5.631891,2192000,548000,61.25
275,0.005089099,0.70780915,87.74543501712382,40,0.032524373,0.7198615074157715,0.23031254,53402.87820005417,13.069035,2200000,550000,67.43
276,-0.00018044253,0.6080379,91.60429998923092,36,0.008676722,0.8406476229429245,0.0924375,53602.43053793907,21.423512,2208000,552000,58.29
277,-0.005707904,0.64822316,93.16311512298881,39,0.013556001,0.856782391667366,0.13821876,53824.030426979065,10.862863,2216000,554000,61.41
278,-0.008408884,0.5188097,85.9702351264283,39,0.0075945156,0.6076026260852814,0.08128126,54024.477464199066,25.291449,2224000,556000,49.73
279,0.006082635,0.7455522,92.63934141762554,44,0.044722043,0.8761982917785645,0.22781248,54225.90836930275,10.937284,2232000,558000,63.78
280,-0.0058435374,0.7675018,94.34702185317875,36,0.0077635325,0.8812164589762688,0.088,54404.83721327782,28.178116,2240000,560000,64.05
281,-0.0035031165,0.71940595,86.79526047635824,46,0.012658036,0.8200825154781342,0.12415625,54626.66314816475,6.9597917,2248000,562000,62.94
282,-0.00020732291,0.56315863,86.91398707356304,42,0.010724274,0.8388935029506683,0.100875005,54798.6367020607,8.720837,2256000,564000,47.99
283,-0.0033001702,0.74781966,83.87468182686716,39,0.0118324235,0.6756907403469086,0.1353125,54988.098871946335,20.308073,2264000,566000,63.24
284,-0.0027478696,0.71267307,89.03669049978257,49,0.020263882,0.8030511140823364,0.17159373,55189.623185396194,8.283616,2272000,568000,62.24
285,-0.0033221657,0.7333229,90.16017666269094,44,0.012939142,0.819306343793869,0.13218752,55352.05438733101,10.814907,2280000,570000,59.71
286,-0.0010160466,0.8317681,80.59583263672889,40,0.017660655,0.775867149233818,0.18365625,55530.221742630005,24.852934,2288000,572000,70.83
287,0.00041307334,0.61148083,85.11218256883323,40,0.017066587,0.7981511503458023,0.14571878,55729.503435373306,17.932684,2296000,574000,54.43
288,0.0014927656,0.6598099,88.60171479400248,40,0.017881496,0.8674492388963699,0.14243749,55926.038940668106,12.321874,2304000,576000,62.79
289,-0.005029496,0.68390447,84.345435166955,39,0.01278736,0.6120858788490295,0.13678123,56122.867203474045,20.855326,2312000,578000,62.29
290,-0.0040062424,0.6947912,86.82339484665543,40,0.010971871,0.8331714570522308,0.12821874,56326.22133612633,14.455763,2320000,580000,56.8
291,-0.0011413806,0.58119935,84.31406292401255,36,0.010403612,0.44344794750213623,0.100906245,56524.821336746216,40.170998,2328000,582000,48.98
292,-0.00074883865,0.5869881,95.86699763197451,42,0.022240488,0.8057726174592972,0.15171875,56747.036885499954,9.309976,2336000,584000,57.75
293,-0.0054603256,0.7525658,87.33967997640372,39,0.012185769,0.7864639610052109,0.14415623,56936.310492515564,17.4998,2344000,586000,63.74
294,-0.0022599238,0.6264894,85.39582505777479,42,0.016635966,0.5740056037902832,0.1104375,57136.64701581001,20.185768,2352000,588000,58.43
295,-0.0008965739,0.61770856,86.04946831341833,41,0.010994982,0.8780647739768028,0.116624996,57324.65756249428,3.6112678,2360000,590000,55.05
296,0.0006381314,0.7514366,87.99697308450938,39,0.031237397,0.8954977542161942,0.19925004,57515.45129299164,16.676144,2368000,592000,62.1
297,-0.0033391253,0.6183711,90.9823710815236,37,0.009163106,0.6476259827613831,0.09200001,57719.63607740402,18.506748,2376000,594000,58.58
298,-0.005435951,0.64228886,86.90130307417363,39,0.0062649213,0.8791614100337029,0.07649999,57931.3412899971,9.18723,2384000,596000,55.26
299,-0.0020385976,0.63409287,80.43187638260424,36,0.007728538,0.6459188759326935,0.08484378,58131.472782850266,14.392321,2392000,598000,49.36
300,-0.0032664528,0.6273091,82.00019279461354,42,0.013647694,0.614075094461441,0.13290621,58351.785182237625,24.131649,2400000,600000,59.97
301,-0.0015367292,0.62723535,91.1183752925694,38,0.013293428,0.878110907971859,0.124437496,58541.835030794144,12.4656315,2408000,602000,59.91
302,-0.004710908,0.6723882,82.89726960767061,36,0.013245502,0.8046271800994873,0.14278126,58751.51112365723,39.4936,2416000,604000,57.18
303,-0.0013139661,0.65465236,85.68576473969966,41,0.014509371,0.6286844909191132,0.136875,58969.8421189785,25.078568,2424000,606000,56.79
304,-0.0047923536,0.55192906,80.91898513760418,44,0.006948139,0.585845023393631,0.079312496,59164.159942150116,26.889233,2432000,608000,55.21
305,-0.0032888467,0.617171,85.81626082152128,39,0.014730616,0.6028983891010284,0.15628123,59342.39740419388,25.815115,2440000,610000,56.4
306,-0.0017821691,0.8084203,72.14286938440054,38,0.018848611,0.7199589014053345,0.17478128,59544.84146332741,78.052574,2448000,612000,69.93
307,-0.0015559681,0.63731086,71.09134233109653,38,0.013575412,0.5521604120731354,0.14350003,59754.2943816185,74.74049,2456000,614000,46.58
308,-0.0035800277,0.6546617,82.45443826381117,38,0.010139883,0.7316442430019379,0.1065,59962.05278086662,42.918205,2464000,616000,56.23
309,-0.0043353797,0.75212276,77.00328508663922,40,0.0062747663,0.6606993675231934,0.067781255,60169.58658289909,53.583572,2472000,618000,63.32
310,-0.0074904724,0.74999315,82.10319577418268,48,0.010498348,0.6734381020069122,0.12587501,60367.664343357086,37.84686,2480000,620000,62.04
311,-0.005563651,0.8384364,76.3891784157604,40,0.011548537,0.7393527328968048,0.12478125,60533.91540312767,46.834595,2488000,622000,70.57
312,-0.0059424113,0.67248344,84.19184475135059,37,0.011056641,0.7886911481618881,0.11859374,60733.826068639755,29.244473,2496000,624000,57.62
313,-0.002162428,0.66677254,83.6295098831132,37,0.013956353,0.8420526832342148,0.1098125,60946.54726409912,21.983664,2504000,626000,56.31
